ano_campeonato,data,horario,fase,tipo_fase,estadio,arbitro,publico,publico_max,time_mandante,time_visitante,tecnico_mandante,tecnico_visitante,valor_equipe_titular_mandante,valor_equipe_titular_visitante,idade_media_titular_mandante,idade_media_titular_visitante,gols_mandante,gols_visitante,gols_1_tempo_mandante,gols_1_tempo_visitante,penalti,gols_penalti_mandante,gols_penalti_visitante,escanteios_mandante,escanteios_visitante,faltas_mandante,faltas_visitante,chutes_bola_parada_mandante,chutes_bola_parada_visitante,defesas_mandante,defesas_visitante,impedimentos_mandante,impedimentos_visitante,chutes_mandante,chutes_visitante,chutes_fora_mandante,chutes_fora_visitante
2020,2020-10-25,19:30:00,Oitavas De Final ,Jogos De Volta,Estádio Cícero Pompeu de Toledo,,0,67428,São Paulo,Fortaleza,Fernando Diniz,Rogério Ceni,31200000,7100000,26.4,28.5,2,2,,,1,10,9,,,,,,,,,,,,,,
2020,2020-08-26,16:00:00,3ª Eliminatória ,Jogos De Volta,Arena das Dunas,,0,30000,América-RN,Juventude,,,,,,,1,1,,,1,4,6,,,,,,,,,,,,,,
2020,2020-08-26,21:30:00,3ª Eliminatória ,Jogos De Volta,Estádio Serra Dourada,,0,50049,Goiás,Vasco da Gama,Thiago Larghi,Ramon Menezes,9480000,18180000,28.9,27,1,2,,,1,3,5,,,,,,,,,,,,,,
2020,2020-02-19,18:15:00,2ª Eliminatória,Jogo Único,Estádio Leônidas Sodré de Castro,,10963,16200,Paysandu,CRB,Hélio dos Anjos,Marcelo Cabo,200000,3400000,29.6,27.5,1,1,,,1,3,5,,,,,,,,,,,,,,
2020,2020-02-19,20:30:00,2ª Eliminatória,Jogo Único,Estádio Eládio de Barros Carvalho,,10717,19800,Náutico,Botafogo,Gilmar Pozzo,Paulo Autuori,2100000,13000000,26.4,26.6,1,1,,,1,3,4,,,,,,,,,,,,,,
2020,2020-02-19,20:30:00,2ª Eliminatória,Jogo Único,Arena Barueri,,579,32500,Oeste,Ceará SC,Renan Freitas,Enderson Moreira,1300000,9050000,26.1,29.7,1,1,,,1,2,4,,,,,,,,,,,,,,
2020,2020-02-26,15:30:00,2ª Eliminatória,Jogo Único,Estádio Barão da Serra Negra,,2303,4000,XV Piracicaba,Juventude,Tarcísio Pugliese,Marquinhos Santos,400000,3300000,30,30.5,1,1,,,1,7,8,,,,,,,,,,,,,,
2020,2020-02-26,19:30:00,2ª Eliminatória,Jogo Único,Estádio Governador Alberto Tavares Silva,,2439,44200,River-PI,América-RN,Marcelo Vilar,Roberto Fernandes,100000,500000,26.7,27.6,1,1,,,1,3,4,,,,,,,,,,,,,,
2020,2020-02-26,20:30:00,2ª Eliminatória,Jogo Único,Estádio Vianão,,1978,,Afogados,Atlético-MG,,,,,,,2,2,,,1,9,8,,,,,,,,,,,,,,
2020,2020-02-27,18:15:00,2ª Eliminatória,Jogo Único,Estádio Francisco Novelletto Neto,,501,10600,EC São José,Chapecoense,Everton Vanoni,Umberto Louzer,125000,3780000,27.8,25.3,0,0,,,1,5,4,,,,,,,,,,,,,,
2020,2020-02-27,20:30:00,2ª Eliminatória,Jogo Único,Estádio Moisés Lucarelli,,0,19728,Ponte Preta,Vila Nova FC,João Brigatti,Bolívar,6300000,200000,26.1,29.2,0,0,,,1,5,3,,,,,,,,,,,,,,
2020,2020-03-04,20:30:00,2ª Eliminatória,Jogo Único,Estádio Municipal Prefeito Dilzon Luiz de Melo,,5554,15471,Boa Esporte,Cruzeiro,Nedo Xavier,Adilson Batista,400000,8500000,27,26.4,1,1,,,1,4,5,,,,,,,,,,,,,,
2020,2020-03-04,20:30:00,2ª Eliminatória,Jogo Único,Estádio Antonio Accioly,,4887,13000,Atlético-GO,Santa Cruz,Eduardo Souza,Itamar Schulle,8000000,350000,26.5,27.4,1,1,,,1,4,3,,,,,,,,,,,,,,
2024,2024-02-20,15:30:00,1ª Eliminatória,Jogo Único,Estádio Municipal Aluízio Pinheiro Ferreira,,2294,7000,Porto Velho,Remo,,,,,,,1,0,,,0,,,,,,,,,,,,,,,,
2024,2024-02-20,19:00:00,1ª Eliminatória,Jogo Único,Estádio Zenor Pedrosa Rocha,,615,2000,Nova Venécia,Botafogo-SP,,,,,,,1,2,,,0,,,,,,,,,,,,,,,,
2024,2024-02-21,14:30:00,1ª Eliminatória,Jogo Único,Estádio Ciro Machado do Espírito Santo,,161,6875,Real Brasília,São Raimundo-RR,,,,,,,2,1,,,0,,,,,,,,,,,,,,,,
2024,2024-02-21,15:00:00,1ª Eliminatória,Jogo Único,Estádio Governador Alberto Tavares Silva,,873,44200,River-PI,Ypiranga-RS,,,,,,,1,1,,,0,,,,,,,,,,,,,,,,
2024,2024-02-21,15:30:00,1ª Eliminatória,Jogo Único,Estádio Carlos Zamith,,188,5000,Manauara,Retrô,Alan George,Roberto Fernandes,100000,600000,28.5,29,1,2,,,0,,,,,,,,,,,,,,,,
2024,2024-02-21,18:15:00,1ª Eliminatória,Jogo Único,Estádio Municipal Governador Antônio Mariz,,2930,5400,Sousa,Cruzeiro,,,,,,,2,0,,,0,,,,,,,,,,,,,,,,
2024,2024-02-21,18:30:00,1ª Eliminatória,Jogo Único,Estádio Elcyr Resende de Mendonça,,194,6000,Audax-RJ,Portuguesa-RJ,,,,,,,0,0,,,0,,,,,,,,,,,,,,,,
2024,2024-02-21,18:30:00,1ª Eliminatória,Jogo Único,Estádio Etelvino Mendonça,,1587,12000,Itabaiana,Brasiliense-DF,,,,,,,0,1,,,0,,,,,,,,,,,,,,,,
2024,2024-02-21,18:30:00,1ª Eliminatória,Jogo Único,Estádio Presidente Vargas,,6549,8800,Treze,ABC FC,,,,,,,1,1,,,0,,,,,,,,,,,,,,,,
2024,2024-02-21,18:30:00,1ª Eliminatória,Jogo Único,Estádio Jonas Duarte,,3509,20000,Anápolis,Tombense,,,,,,,1,0,,,0,,,,,,,,,,,,,,,,
2024,2024-02-21,19:00:00,1ª Eliminatória,Jogo Único,Estádio Municipal Nhozinho Santos,,1388,16500,Moto Club-MA,EC Bahia,Tuca Guimarães,Rogério Ceni,50000,28800000,26.9,29.2,0,4,,,0,,,,,,,,,,,,,,,,
2024,2024-02-21,19:30:00,1ª Eliminatória,Jogo Único,Estádio 19 de Outubro,,2239,8000,São Luiz,Ituano,Alessandro Telles,Marcinho,325000,1850000,29.1,26,2,1,,,0,,,,,,,,,,,,,,,,
2024,2024-02-21,19:30:00,1ª Eliminatória,Jogo Único,Estádio Milton de Souza Corrêa,,1994,10000,Independente-AP,Amazonas,,,,,,,0,1,,,0,,,,,,,,,,,,,,,,
2024,2024-02-21,19:30:00,1ª Eliminatória,Jogo Único,Laerte Pais Coelho,,945,5000,Costa Rica,América-RN,,,,,,,1,2,,,0,,,,,,,,,,,,,,,,
2024,2024-02-21,19:30:00,1ª Eliminatória,Jogo Único,Estádio Nilton Santos,,1792,12000,Capital-TO,Tocantinópolis,,,,,,,2,1,,,0,,,,,,,,,,,,,,,,
2024,2024-02-21,20:30:00,1ª Eliminatória,Jogo Único,Arena Acreana,,2596,,Rio Branco-AC,CRB,,,,,,,0,0,,,0,,,,,,,,,,,,,,,,
2024,2024-02-22,16:30:00,1ª Eliminatória,Jogo Único,Estádio Municipal Engenheiro Luthero Lopes,,5841,,U. Rondonópolis,Atlético-GO,,,,,,,1,3,,,0,,,,,,,,,,,,,,,,
2024,2024-02-22,16:30:00,1ª Eliminatória,Jogo Único,Estádio José Olimpio da Rocha,,695,,Real Noroeste,Cuiabá-MT,,,,,,,1,4,,,0,,,,,,,,,,,,,,,,
2024,2024-02-22,19:00:00,1ª Eliminatória,Jogo Único,Estádio Olimpico Albino Turbay,,11574,,Cianorte,Corinthians,Zé Roberto,Toni Oliveira,150000,30350000,25.1,28.1,0,3,,,0,,,,,,,,,,,,,,,,
2024,2024-02-22,19:00:00,1ª Eliminatória,Jogo Único,Estádio Municipal Zinho de Oliveira,,2040,5000,Águia de Marabá,Coritiba FC,,,,,,,3,2,,,0,,,,,,,,,,,,,,,,
2024,2024-02-27,18:15:00,1ª Eliminatória,Jogo Único,Estádio Joaquim Portugal,,2891,3500,Athletic,Volta Redonda,,,,,,,1,0,,,0,,,,,,,,,,,,,,,,
2024,2024-02-27,19:00:00,1ª Eliminatória,Jogo Único,Estádio Antônio Moreno de Mello,,2617,3600,Iguatu,Juventude,,,,,,,0,0,,,0,,,,,,,,,,,,,,,,
2024,2024-02-27,20:30:00,1ª Eliminatória,Jogo Único,Estádio Doutor Hercílio Luz,,6886,,Marcílio Dias,Vasco da Gama,Waguinho Dias,Ramón Díaz,125000,26250000,30,28.6,1,3,,,0,,,,,,,,,,,,,,,,
2024,2024-02-28,14:30:00,1ª Eliminatória,Jogo Único,Estádio Antônio Mourão Vieira Filho,,999,12000,Olaria,São Bernardo,,,,,,,0,1,,,0,,,,,,,,,,,,,,,,
2024,2024-02-28,18:15:00,1ª Eliminatória,Jogo Único,Estádio Regional Willie Davids,,5899,20000,Maringá,América-MG,Jorge Castilho,Cauan de Almeida,450000,6250000,26.8,28.6,2,0,,,0,,,,,,,,,,,,,,,,
2024,2024-02-28,18:30:00,1ª Eliminatória,Jogo Único,Estádio Municipal Nhozinho Santos,,434,,Maranhão,Ferroviário,,,,,,,1,2,,,0,,,,,,,,,,,,,,,,
2024,2024-02-28,18:30:00,1ª Eliminatória,Jogo Único,Estádio Mário Pessoa,,736,7000,Itabuna,Nova Iguaçu-RJ,,,,,,,0,8,,,0,,,,,,,,,,,,,,,,
2024,2024-02-28,18:30:00,1ª Eliminatória,Jogo Único,Estádio Paulo Coelho,,2379,3000,Petrolina,Cascavel-PR,William Lima,Matheus Costa,200000,100000,29.6,29.7,3,2,,,0,,,,,,,,,,,,,,,,
2024,2024-02-28,18:30:00,1ª Eliminatória,Jogo Único,Estádio José Gomes da Costa,,1044,4000,Murici,Confiança,Alyson Dantas,Paulo Massaro,50000,575000,29.3,30.2,2,1,,,0,,,,,,,,,,,,,,,,
2024,2024-02-28,18:30:00,1ª Eliminatória,Jogo Único,Castor Cifuentes,,1062,5000,Villa Nova,Aparecidense,Vinícius Munhoz,Lúcio Flávio,700000,1150000,25.1,25.5,1,0,,,0,,,,,,,,,,,,,,,,
2024,2024-02-28,19:00:00,1ª Eliminatória,Jogo Único,Estádio Municipal Coaracy da Mata Fonseca,,1044,7500,ASA,Internacional,,,,,,,0,2,,,0,,,,,,,,,,,,,,,,
2024,2024-02-28,19:30:00,1ª Eliminatória,Jogo Único,Estádio Ulrico Mursa,,4689,7635,Portuguesa-SP,Caxias-RS,Sérgio Guedes,Argel Fuchs,50000,350000,27.6,29.2,0,1,,,0,,,,,,,,,,,,,,,,
2024,2024-02-28,19:30:00,1ª Eliminatória,Jogo Único,Estádio Flamarion Vasconcelos,,101,5000,GA Sampaio-RR,Brusque,Paulo Morgado,Luizinho Lopes,200000,850000,26.6,31.7,0,1,,,0,,,,,,,,,,,,,,,,
2024,2024-02-28,19:30:00,1ª Eliminatória,Jogo Único,Estádio José Batista Pereira Fernandes,,1930,8075,Água Santa-SP,Jacuipense-BA,,,,,,,2,1,,,0,,,,,,,,,,,,,,,,
2024,2024-02-28,20:30:00,1ª Eliminatória,Jogo Único,Estádio Milton de Souza Corrêa,,1938,,Trem,Sport Recife,,,,,,,0,4,,,0,,,,,,,,,,,,,,,,
2024,2024-02-28,20:30:00,1ª Eliminatória,Jogo Único,Estádio Jacques da Luz,,2691,4500,Operário-MS,Operário-PR,,,,,,,0,0,,,0,,,,,,,,,,,,,,,,
2024,2024-02-28,20:30:00,1ª Eliminatória,Jogo Único,Arena Acreana,,1187,,Humaitá,Sampaio-MA,,,,,,,1,1,,,0,,,,,,,,,,,,,,,,
2024,2024-02-28,20:30:00,1ª Eliminatória,Jogo Único,Estádio Municipal Vereador Benedito Laurindo de Souza ou Estádio Dito ,,940,2600,Operário VG,Criciúma EC,,,,,,,0,0,,,0,,,,,,,,,,,,,,,,
2024,2024-02-29,20:30:00,1ª Eliminatória,Jogo Único,Estádio José de Abreu Bianco,,3828,5000,Ji-Paraná,Paysandu,,,,,,,0,0,,,0,,,,,,,,,,,,,,,,
2023,2023-04-25,20:00:00,3ª Eliminatória ,Jogos De Volta,Estádio Raimundo Sampaio,,21675,24927,Cruzeiro,Náutico,Pepa,Dado Cavalcanti,16300000,1700000,29.2,28.7,2,0,,,0,,,,,,,,,,,,,,,,
2023,2023-04-25,21:00:00,3ª Eliminatória ,Jogos De Volta,Estádio Estadual Jornalista Edgar Augusto Proença,,32681,45200,Paysandu,Fluminense,Márcio Fernandes,Fernando Diniz,1200000,36950000,28.7,30.7,0,3,,,0,,,,,,,,,,,,,,,,
2023,2023-04-25,22:30:00,3ª Eliminatória ,Jogos De Volta,Estádio Municipal Doutor Novelli Júnior,,9829,18560,Ituano,São Paulo,Gilmar Pozzo,Dorival Júnior,1800000,30000000,29,27.2,0,1,,,0,,,,,,,,,,,,,,,,
2023,2023-04-26,20:00:00,3ª Eliminatória ,Jogos De Volta,Estádio Urbano Caldeira,,1788,20120,Santos,Botafogo-SP,Odair Hellmann,Adilson Batista,41100000,1580000,26.5,26.4,1,0,,,0,,,,,,,,,,,,,,,,
2023,2023-04-26,20:00:00,3ª Eliminatória ,Jogos De Volta,Estádio Adelmar da Costa Carvalho,,23105,35000,Sport Recife,Coritiba FC,Enderson Moreira,Antônio Carlos Zago,4500000,15000000,28.5,27.7,2,0,,,0,,,,,,,,,,,,,,,,
2023,2023-04-26,20:30:00,3ª Eliminatória ,Jogos De Volta,Estádio Bento Mendes de Freitas,,7309,21000,Brasil Pelotas,Atlético-MG,Rogério Zimermann,Eduardo Coudet,1050000,25600000,30,31.4,1,1,,,0,,,,,,,,,,,,,,,,
2023,2023-04-26,20:30:00,3ª Eliminatória ,Jogos De Volta,Estádio Estadual Jornalista Edgar Augusto Proença,,1478,45000,Águia de Marabá,Fortaleza,Mathaus Sodré,Juan Pablo Vojvoda,50000,14700000,27.9,28,0,2,,,0,,,,,,,,,,,,,,,,
2023,2023-04-26,21:00:00,3ª Eliminatória ,Jogos De Volta,Estádio Municipal Parque do Sabiá,,22888,53500,Tombense,Palmeiras,Marcelo Chamusca,Abel Ferreira,2900000,39950000,26.9,25.5,1,1,,,0,,,,,,,,,,,,,,,,
2023,2023-04-26,22:30:00,3ª Eliminatória ,Jogos De Volta,Estádio Jornalista Mário Filho,,53753,78838,Flamengo,Maringá,Jorge Sampaoli,Jorge Castilho,93250000,350000,28,27.6,8,2,,,0,,,,,,,,,,,,,,,,
2023,2023-04-26,22:30:00,3ª Eliminatória ,Jogos De Volta,Estádio Raimundo Sampaio,,1463,25000,América-MG,Nova Iguaçu,Vagner Mancini,Carlos Vitor,13300000,10000,28.5,28.1,5,0,,,0,,,,,,,,,,,,,,,,
2023,2023-04-27,20:00:00,3ª Eliminatória ,Jogos De Volta,Arena Fonte Nova,,20253,47364,EC Bahia,Volta Redonda,Renato Paiva,Rogério Corrêa,21850000,100000,26.4,26.3,4,0,,,0,,,,,,,,,,,,,,,,
2023,2023-04-27,20:30:00,3ª Eliminatória ,Jogos De Volta,Estádio Olímpico Nilton Santos,,11088,46931,Botafogo,Ypiranga-RS,Luís Castro,Luizinho Vieira,26400000,1750000,25.6,27.1,2,0,,,0,,,,,,,,,,,,,,,,
2023,2023-04-27,22:30:00,3ª Eliminatória ,Jogos De Volta,Arena do Grêmio,,17742,60540,Grêmio,ABC FC,Renato Portaluppi,Fernando Marchiori,24300000,1200000,27.5,26.9,1,1,,,0,,,,,,,,,,,,,,,,
2023,2023-04-11,17:30:00,3ª Eliminatória ,Jogos De Ida,Estádio General Sylvio Raulino de Oliveira,,2249,18230,Volta Redonda,EC Bahia,,,,,,,1,2,,,0,,,,,,,,,,,,,,,,
2023,2023-04-11,21:00:00,3ª Eliminatória ,Jogos De Ida,Estádio Beira-Rio,,19024,56000,Internacional,CSA,Mano Menezes,Vinícius Bergantin,31250000,3350000,29.3,27.2,2,1,,,0,,,,,,,,,,,,,,,,
2023,2023-04-11,22:30:00,3ª Eliminatória ,Jogos De Ida,Estádio Governador Plácido Castelo,,15865,60326,Fortaleza,Águia de Marabá,Juan Pablo Vojvoda,Mathaus Sodré,13900000,50000,28,29.9,6,1,,,0,,,,,,,,,,,,,,,,
2023,2023-04-12,17:30:00,3ª Eliminatória ,Jogos De Ida,Estádio Jânio Moraes,,510,1810,Nova Iguaçu,América-MG,,,,,,,1,2,,,0,,,,,,,,,,,,,,,,
2023,2023-04-12,20:00:00,3ª Eliminatória ,Jogos De Ida,Estádio Major Antônio Couto Pereira,,31596,40502,Coritiba FC,Sport Recife,Toni Oliveira,Enderson Moreira,21100000,5680000,27.2,30,3,3,,,0,,,,,,,,,,,,,,,,
2023,2023-04-12,20:30:00,3ª Eliminatória ,Jogos De Ida,Estádio Rei Pelé,,8901,20000,CRB,Athletico-PR,Umberto Louzer,Paulo Turra,4300000,53600000,32.2,25.9,1,0,,,0,,,,,,,,,,,,,,,,
2023,2023-04-12,22:30:00,3ª Eliminatória ,Jogos De Ida,Estádio Estadual Jornalista Edgar Augusto Proença,,42599,45792,Remo,Corinthians,Marcelo Cabo,Fernando Lázaro,1630000,48400000,30.9,28.3,2,0,,,0,,,,,,,,,,,,,,,,
2023,2023-04-12,22:30:00,3ª Eliminatória ,Jogos De Ida,Estádio Olímpico Colosso da Lagoa,,4964,22000,Ypiranga-RS,Botafogo,Luizinho Vieira,Luís Castro,950000,26700000,27.1,29.5,0,2,,,0,,,,,,,,,,,,,,,,
2023,2023-04-13,20:00:00,3ª Eliminatória ,Jogos De Ida,Estádio Eládio de Barros Carvalho,,6435,19800,Náutico,Cruzeiro,Dado Cavalcanti,Pepa,1800000,20900000,29.8,28.7,1,0,,,0,,,,,,,,,,,,,,,,
2023,2023-04-13,21:00:00,3ª Eliminatória ,Jogos De Ida,Estádio Regional Willie Davids,,14282,20000,Maringá,Flamengo,Jorge Castilho,Mário Jorge,1100000,95100000,27,28.9,2,0,,,0,,,,,,,,,,,,,,,,
2023,2023-04-13,22:30:00,3ª Eliminatória ,Jogos De Ida,Estádio Maria Lamas Farache,,15036,18017,ABC FC,Grêmio,Fernando Marchiori,Renato Portaluppi,1050000,21800000,29.5,28.5,0,2,,,0,,,,,,,,,,,,,,,,
2023,2023-03-07,20:00:00,2ª Eliminatória,Jogo Único,Estádio Bento Mendes de Freitas,,8037,21000,Brasil Pelotas,Ponte Preta,Rogério Zimermann,Hélio dos Anjos,1050000,4100000,29.6,26,2,0,,,0,,,,,,,,,,,,,,,,
2023,2023-03-08,19:00:00,2ª Eliminatória,Jogo Único,Estádio Municipal Roberto Santos Garcia,,3898,4500,Camboriú,EC Bahia,Júnior Lopes,Renato Paiva,450000,17650000,29.3,25.6,0,1,,,0,,,,,,,,,,,,,,,,
2023,2023-03-08,20:00:00,2ª Eliminatória,Jogo Único,Estádio Evandro Almeida,,13290,,Remo,São Luiz,Marcelo Cabo,Fabiano Daitx,1150000,150000,29.6,30.2,2,1,,,0,,,,,,,,,,,,,,,,
2023,2023-03-08,21:30:00,2ª Eliminatória,Jogo Único,Estádio Soares de Azevedo,,301,3500,Tombense,Retrô,Marcelo Chamusca,Humberto Targino,2350000,1150000,29.7,29.7,1,0,,,0,,,,,,,,,,,,,,,,
2023,2023-03-09,19:00:00,2ª Eliminatória,Jogo Único,Estádio Eládio de Barros Carvalho,,8345,,Náutico,Vila Nova FC,Dado Cavalcanti,Claudinei Oliveira,1450000,2900000,28.5,30.1,2,1,,,0,,,,,,,,,,,,,,,,
2023,2023-03-09,20:00:00,2ª Eliminatória,Jogo Único,Estádio Santa Cruz,,9383,29292,Botafogo-SP,São Raimundo-RR,,,,,,,3,1,,,0,,,,,,,,,,,,,,,,
2023,2023-03-09,21:30:00,2ª Eliminatória,Jogo Único,Estádio Urbano Caldeira,,0,20120,Santos,Iguatu,,,,,,,3,0,,,0,,,,,,,,,,,,,,,,
2023,2023-03-14,19:00:00,2ª Eliminatória,Jogo Único,Estádio Regional Willie Davids,,9689,20000,Maringá,Marcílio Dias,Jorge Castilho,Rogélio,1250000,325000,26.3,27.9,2,0,,,0,,,,,,,,,,,,,,,,
2023,2023-03-14,21:30:00,2ª Eliminatória,Jogo Único,Estádio Raimundo Sampaio,,2590,25000,América-MG,Santa Cruz,Vagner Mancini,Ranielle Ribeiro,6650000,1200000,30.6,30.9,1,0,,,0,,,,,,,,,,,,,,,,
2023,2023-03-15,15:30:00,2ª Eliminatória,Jogo Único,Estádio Jânio Moraes,,999,1810,Nova Iguaçu,Nova Mutum,Carlos Vitor,Mário Roberto,10000,75000,27.1,26,5,2,,,0,,,,,,,,,,,,,,,,
2023,2023-03-15,19:30:00,2ª Eliminatória,Jogo Único,Estádio Rei Pelé,,8734,20000,CRB,Operário-MS,Umberto Louzer,Celso Rodrigues,4150000,10000,32.3,31.2,5,0,,,0,,,,,,,,,,,,,,,,
2023,2023-03-15,20:00:00,2ª Eliminatória,Jogo Único,Estádio Estadual Kléber José de Andrade,,3869,21931,Botafogo,Brasiliense,Luís Castro,Roberto Cavalo,19750000,300000,29.2,27.7,7,1,,,0,,,,,,,,,,,,,,,,
2023,2023-03-16,19:00:00,2ª Eliminatória,Jogo Único,Estádio Rei Pelé,,6643,20000,CSA,Brusque,Vinícius Bergantin,Luizinho Lopes,2900000,1700000,29.2,30.3,1,0,,,0,,,,,,,,,,,,,,,,
2023,2023-03-16,20:00:00,2ª Eliminatória,Jogo Único,Arena do Grêmio,,26421,60540,Grêmio,Ferroviário,Renato Portaluppi,Paulinho Kobayashi,20700000,175000,29.3,30,3,0,,,0,,,,,,,,,,,,,,,,
2023,2023-02-21,19:00:00,1ª Eliminatória,Jogo Único,Estádio Doutor Hercílio Luz,,4418,6010,Marcílio Dias,Chapecoense,Rogerio Correa,Bruno Pivetti,250000,3300000,26.2,26.5,1,0,,,0,,,,,,,,,,,,,,,,
2023,2023-02-22,16:00:00,1ª Eliminatória,Jogo Único,Estádio Estadual Lourival Baptista,,193,14000,Falcon,Volta Redonda,,,,,,,1,3,,,0,,,,,,,,,,,,,,,,
2023,2023-02-22,17:00:00,1ª Eliminatória,Jogo Único,Estádio Municipal Valdir Doilho Wons,,618,1200,Nova Mutum,Londrina-PR,Mário Roberto,Omar Feitosa,75000,1800000,25.8,29.2,4,2,,,0,,,,,,,,,,,,,,,,
2023,2023-02-22,19:00:00,1ª Eliminatória,Jogo Único,Estádio Municipal Raimundo de Oliveira,,150,7800,Caucaia-CE,Tombense,,,,,,,0,0,,,0,,,,,,,,,,,,,,,,
2023,2023-02-22,19:00:00,1ª Eliminatória,Jogo Único,Estádio Flamarion Vasconcelos,,2150,5000,São Raimundo-RR,Cuiabá-MT,,,,,,,4,3,,,0,,,,,,,,,,,,,,,,
2023,2023-02-22,20:00:00,1ª Eliminatória,Jogo Único,Estádio Municipal Bento de Abreu Sampaio Vidal,,4113,15010,Marília,Brusque,,,,,,,0,0,,,0,,,,,,,,,,,,,,,,
2023,2023-02-22,21:00:00,1ª Eliminatória,Jogo Único,Estádio Antônio Aquino Lopes,,577,,São Francisco,Ypiranga-RS,,,,,,,1,1,,,0,,,,,,,,,,,,,,,,
2023,2023-02-23,19:00:00,1ª Eliminatória,Jogo Único,Arena Acreana,,1389,20000,Humaitá,Coritiba FC,Álvaro Miguéis,Toni Oliveira,150000,15000000,29.7,27.5,0,3,,,0,,,,,,,,,,,,,,,,
2023,2023-02-23,19:00:00,1ª Eliminatória,Jogo Único,Estádio 19 de Outubro,,1831,8000,São Luiz,Juventude,Fabiano Daitx,Celso Roth,150000,4950000,30.7,26.3,1,0,,,0,,,,,,,,,,,,,,,,
2023,2023-02-23,20:00:00,1ª Eliminatória,Jogo Único,Estádio Elmo Serejo Farias,,3484,30000,Ceilândia,Santos,,,,,,,0,1,,,0,,,,,,,,,,,,,,,,
2023,2023-02-23,21:30:00,1ª Eliminatória,Jogo Único,Estádio Salvador Venâncio da Costa,,1858,3000,Vitória-ES,Remo,,,,,,,0,1,,,0,,,,,,,,,,,,,,,,
2023,2023-02-23,21:30:00,1ª Eliminatória,Jogo Único,Estádio Nacional de Brasília Mané Garrincha,,9956,72000,Trem,Vasco da Gama,,,,,,,0,4,,,0,,,,,,,,,,,,,,,,
2023,2023-02-28,15:30:00,1ª Eliminatória,Jogo Único,Estádio do Trabalhador,,890,10000,Resende,Ferroviário,Sandro Sargentim,Paulinho Kobayashi,75000,175000,24.7,30.3,1,2,,,0,,,,,,,,,,,,,,,,
2023,2023-02-28,19:30:00,1ª Eliminatória,Jogo Único,Estádio Senador João Ribeiro,,2297,8000,Tocantinópolis,América-MG,,,,,,,1,1,,,0,,,,,,,,,,,,,,,,
2023,2023-02-28,19:30:00,1ª Eliminatória,Jogo Único,Estádio José Mammoud Abbas,,5255,8675,Democrata GV,Santa Cruz,,,,,,,1,1,,,0,,,,,,,,,,,,,,,,
2023,2023-02-28,20:00:00,1ª Eliminatória,Jogo Único,Estádio José Olimpio da Rocha,,629,,Real Noroeste,Vila Nova FC,,,,,,,1,1,,,0,,,,,,,,,,,,,,,,
2023,2023-02-28,21:30:00,1ª Eliminatória,Jogo Único,Estádio Lindolfo Monteiro,,759,,Fluminense-PI,Ponte Preta,,,,,,,0,4,,,0,,,,,,,,,,,,,,,,
2023,2023-03-01,15:30:00,1ª Eliminatória,Jogo Único,Estádio Jânio Moraes,,878,1810,Nova Iguaçu,EC Vitória,,,,,,,2,0,,,0,,,,,,,,,,,,,,,,
2023,2023-03-01,15:30:00,1ª Eliminatória,Jogo Único,Estádio Francisco Vasques,,629,6000,Tuna Luso,CSA,Josué Teixeira,Vinícius Bergantin,400000,1950000,27.6,27.3,0,1,,,0,,,,,,,,,,,,,,,,
2023,2023-03-01,19:00:00,1ª Eliminatória,Jogo Único,Estádio Leandro Cláudio da Silva,,996,,Cordino,Brasil Pelotas,,,,,,,0,2,,,0,,,,,,,,,,,,,,,,
2023,2023-03-01,19:00:00,1ª Eliminatória,Jogo Único,Estádio Municipal Antônio de Figueiredo Carneiro,,1991,,Atl. Alagoinhas,Atlético-GO,Rodrigo Chagas,Eduardo Souza,250000,7100000,28.9,25.5,0,0,,,0,,,,,,,,,,,,,,,,
2023,2023-03-01,19:00:00,1ª Eliminatória,Jogo Único,,,230,,Tuntum,ABC FC,Dejair Ferreira,Fernando Marchiori,250000,1150000,26.3,30.9,0,5,,,0,,,,,,,,,,,,,,,,
2023,2023-03-01,19:00:00,1ª Eliminatória,Jogo Único,Arena Cajueiro,,2466,4000,AD Bahia-BA,RB Bragantino,,,,,,,1,1,,,0,,,,,,,,,,,,,,,,
2023,2023-03-01,19:00:00,1ª Eliminatória,Jogo Único,Estádio Municipal Coaracy da Mata Fonseca,,5525,7500,ASA,Goiás,Evaristo Piza,Guto Ferreira,100000,10150000,30.7,28.2,1,1,,,0,,,,,,,,,,,,,,,,
2023,2023-03-01,20:00:00,1ª Eliminatória,Jogo Único,Estádio Municipal Engenheiro Luthero Lopes,,2300,,U. Rondonópolis,CRB,,,,,,,0,1,,,0,,,,,,,,,,,,,,,,
2023,2023-03-01,20:00:00,1ª Eliminatória,Jogo Único,Estádio Renato Cunha Lima,,9122,,Campinense-PB,Grêmio,Leston Júnior,Renato Portaluppi,450000,21900000,28.2,28.6,0,2,,,0,,,,,,,,,,,,,,,,
2023,2023-03-01,20:00:00,1ª Eliminatória,Jogo Único,Estádio Municipal Roberto Santos Garcia,,1468,,Camboriú,Manaus FC,Júnior Lopes,Higo Magalhães,550000,250000,29.6,30.6,1,0,,,0,,,,,,,,,,,,,,,,
2023,2023-03-01,20:00:00,1ª Eliminatória,Jogo Único,Estádio Municipal Pedro Alelaf,,3082,,Parnahyba,Botafogo-SP,,,,,,,0,0,,,0,,,,,,,,,,,,,,,,
